LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
-1.0596461814313347,0.8101607396241002,1.4511137173234905,-1.0572950302584874,1.3576522914289104,0.0148605228986051,0.1117361038133278,0.138864795446808,0.1887460907612133,0.2349165154567035,1.9923155127373808,-0.4941877112536112,-0.4683696161573219,-0.4056362239281645,-0.3942366809206971,-0.3465746362941065,-0.3371403899440101,-0.2658080877744754,-0.1137633753157379,-0.2229088147733393,-0.2033127457302758,-0.3141361173103375,-0.2450054026378405,1
0.4818331099937201,0.8101607396241002,1.4511137173234905,-1.0572950302584874,1.7915976480724551,-1.7648428182517135,-1.5588759641656582,-1.5321917081248893,-1.5219435536002364,-1.5300460349317528,-1.486040757591074,-0.6822513897050335,-0.6359762924046753,-0.6457288638877547,-0.6505796423235445,-0.6630585317588568,-0.6527242181386989,-0.1041224447612369,-0.1595957411080356,-0.2160932151449871,-0.3080625617347319,-0.3141361173103375,-0.2801066036831693,0
-1.1367201460025875,0.8101607396241002,0.1858282578191972,0.858557283570615,-1.4629925267541313,0.9047121934737644,1.782348171792314,1.809921299018505,1.899435735122663,1.99987906584516,1.9923155127373808,-0.6194141106615088,-0.6154346744422619,-0.5781424252396707,-0.5650698108592874,-0.5535943498391066,-0.5319748668272161,-0.3419416187078936,-0.1858972692047518,-0.282545311521421,-0.3080625617347319,-0.2717877838504233,-0.2933820579246719,1
-0.3659805002900601,-1.234322957273864,0.1858282578191972,0.858557283570615,1.0321932739462516,0.9047121934737644,1.782348171792314,1.809921299018505,1.899435735122663,1.99987906584516,1.9923155127373808,0.1723057280416267,0.1841569374749683,0.2919446499868588,0.3792223617985363,0.4708456469040756,0.5340147131069878,-0.3419416187078936,0.0034216508577504,-0.1775282805812276,-0.1165638121836239,-0.1177759930758049,-0.152752246044348,1
0.0964632871374563,-1.234322957273864,-1.0794572016850958,0.858557283570615,-0.4866154743061553,1.794563864048924,1.782348171792314,5.987562557947748,6.176159846026287,6.4122854418163,6.340260850647948,-0.6630484693316719,-0.6572625791441121,-0.643320727498971,-0.635190670654827,-0.623582342937309,-0.612424059169493,-0.3419416187078936,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,0
-1.1367201460025875,0.8101607396241002,-1.0794572016850958,-1.0572950302584874,-0.3781291351452691,1.794563864048924,1.782348171792314,1.809921299018505,1.899435735122663,1.99987906584516,1.9923155127373808,-0.5416789506776886,-0.48905173766257,-0.5133823023532731,-0.4913581910077137,-0.5342181204925303,-0.519313900217724,0.0203115023075773,-0.2569895184166682,-0.2545445563816074,-0.3080625617347319,-0.2735550249685341,-0.2933820579246719,1
-1.1367201460025875,0.8101607396241002,0.1858282578191972,0.858557283570615,-0.812074491788814,0.0148605228986051,0.1117361038133278,1.809921299018505,0.1887460907612133,0.2349165154567035,0.2531373775731533,-0.6557557053709258,-0.6109526114258392,-0.6181722852113117,-0.5455304801647645,-0.5496631793689608,-0.4608954614452794,-0.1395024995804145,-0.2568593128320309,-0.0070814932088532,-0.3076795642356297,0.1132744197734949,0.1624272883418338,1
0.0964632871374563,0.8101607396241002,0.1858282578191972,-1.0572950302584874,-0.3781291351452691,0.9047121934737644,-1.5588759641656582,-1.5321917081248893,-1.5219435536002364,-1.5300460349317528,-1.486040757591074,-0.695641827815454,-0.6909834294244078,-0.6779286756012541,-0.6724972686395966,-0.6630585317588568,-0.6527242181386989,-0.3419416187078936,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2483805181229682,1
-0.9054982522888292,-1.234322957273864,1.4511137173234905,-1.0572950302584874,1.574624969750683,1.794563864048924,0.1117361038133278,0.138864795446808,0.1887460907612133,0.2349165154567035,0.2531373775731533,-0.5745439204821688,-0.5493558582471656,-0.5177803957579383,-0.4842699373906075,-0.4622892147772684,-0.4190672547818246,-0.2533103550994417,-0.1921471372673379,-0.2117766687136974,-0.2701458093236125,-0.1789094450874894,-0.2933820579246719,1
0.2506112162799618,-1.234322957273864,-1.0794572016850958,-1.0572950302584874,0.8152205956244792,0.9047121934737644,1.782348171792314,0.138864795446808,0.1887460907612133,0.2349165154567035,0.2531373775731533,2.066550239722829,2.094808415065094,1.0525408294047898,1.2087345679898858,1.4487037408378316,1.5463211229476288,-0.3419416187078936,-0.0047378991128479,-0.0412162880141838,0.2889028735325886,-0.0065052560095698,-0.0121224341640241,1
-1.0596461814313347,0.8101607396241002,-1.0794572016850958,-1.0572950302584874,0.1643025606591619,0.0148605228986051,0.1117361038133278,0.138864795446808,0.1887460907612133,0.2349165154567035,0.2531373775731533,-0.5872824914229137,-0.5743514385174349,-0.5458993535910435,-0.5328617812657698,-0.529152009593765,-0.5448877094302658,-0.2725701460334309,-0.205297901315696,-0.2355176740857908,-0.2928064946871603,-0.3004563619886651,-0.2817941614257332,0
-0.8284242877175766,-1.234322957273864,1.4511137173234905,0.858557283570615,0.2727888998200481,0.0148605228986051,-0.7235699301761651,-0.6966634563390405,-0.6665987314195115,-0.6475647597375246,-0.6164516900089603,-0.6540988763146668,-0.686894776327922,-0.6616196800580532,-0.6656421812598952,-0.6557718852388794,-0.6404326696530911,-0.3243723423386432,-0.2079020130084402,-0.2717539454431967,-0.279784579717685,-0.2761731599583278,-0.2933820579246719,0
-0.1347586065763018,0.8101607396241002,-1.0794572016850958,-1.0572950302584874,-0.1611564568234966,0.9047121934737644,-1.5588759641656582,-1.5321917081248893,-0.6665987314195115,-0.6475647597375246,-1.486040757591074,-0.695641827815454,-0.6909834294244078,-0.6779286756012541,-0.6631706191434042,-0.6655257935602035,-0.6552429780742742,-0.3419416187078936,-0.2569895184166682,-0.26272327593563,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,0
