LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
-1.0596461814313347,0.8101607396241002,1.4511137173234905,-1.0572950302584874,1.3576522914289104,0.0148605228986051,0.1117361038133278,0.138864795446808,0.1887460907612133,0.2349165154567035,1.9923155127373808,-0.4941877112536112,-0.4683696161573219,-0.4056362239281645,-0.3942366809206971,-0.3465746362941065,-0.3371403899440101,-0.2658080877744754,-0.1137633753157379,-0.2229088147733393,-0.2033127457302758,-0.3141361173103375,-0.2450054026378405,1
-0.9054982522888292,0.8101607396241002,1.4511137173234905,0.858557283570615,-0.0526701176626104,0.0148605228986051,0.1117361038133278,-0.6966634563390405,0.1887460907612133,-0.6475647597375246,0.2531373775731533,0.0476361318411604,0.0267086673745539,-0.0213005402739327,-0.0702288774229741,-0.0479701646831157,-0.3295337349385725,-0.2374919688150994,2.0005149080232667,-0.2286452777938691,0.9659786190287892,-0.2223704859180659,-0.2477617469506948,0
-1.1367201460025875,0.8101607396241002,0.1858282578191972,0.858557283570615,-1.4629925267541313,0.9047121934737644,1.782348171792314,1.809921299018505,1.899435735122663,1.99987906584516,1.9923155127373808,-0.6194141106615088,-0.6154346744422619,-0.5781424252396707,-0.5650698108592874,-0.5535943498391066,-0.5319748668272161,-0.3419416187078936,-0.1858972692047518,-0.282545311521421,-0.3080625617347319,-0.2717877838504233,-0.2933820579246719,1
-0.3659805002900601,-1.234322957273864,0.1858282578191972,0.858557283570615,1.0321932739462516,0.9047121934737644,1.782348171792314,1.809921299018505,1.899435735122663,1.99987906584516,1.9923155127373808,0.1723057280416267,0.1841569374749683,0.2919446499868588,0.3792223617985363,0.4708456469040756,0.5340147131069878,-0.3419416187078936,0.0034216508577504,-0.1775282805812276,-0.1165638121836239,-0.1177759930758049,-0.152752246044348,1
-0.6742763585750711,0.8101607396241002,0.1858282578191972,0.858557283570615,-0.7035881526279277,-1.7648428182517135,-1.5588759641656582,-1.5321917081248893,-1.5219435536002364,-1.5300460349317528,-1.486040757591074,-0.695641827815454,-0.6909834294244078,-0.6779286756012541,-0.6724972686395966,-0.6630585317588568,-0.6527242181386989,-0.3419416187078936,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,0
-1.1367201460025875,0.8101607396241002,-1.0794572016850958,-1.0572950302584874,-0.3781291351452691,1.794563864048924,1.782348171792314,1.809921299018505,1.899435735122663,1.99987906584516,1.9923155127373808,-0.5416789506776886,-0.48905173766257,-0.5133823023532731,-0.4913581910077137,-0.5342181204925303,-0.519313900217724,0.0203115023075773,-0.2569895184166682,-0.2545445563816074,-0.3080625617347319,-0.2735550249685341,-0.2933820579246719,1
-1.1367201460025875,0.8101607396241002,0.1858282578191972,0.858557283570615,-0.812074491788814,0.0148605228986051,0.1117361038133278,1.809921299018505,0.1887460907612133,0.2349165154567035,0.2531373775731533,-0.6557557053709258,-0.6109526114258392,-0.6181722852113117,-0.5455304801647645,-0.5496631793689608,-0.4608954614452794,-0.1395024995804145,-0.2568593128320309,-0.0070814932088532,-0.3076795642356297,0.1132744197734949,0.1624272883418338,1
0.0964632871374563,0.8101607396241002,0.1858282578191972,-1.0572950302584874,-0.3781291351452691,0.9047121934737644,-1.5588759641656582,-1.5321917081248893,-1.5219435536002364,-1.5300460349317528,-1.486040757591074,-0.695641827815454,-0.6909834294244078,-0.6779286756012541,-0.6724972686395966,-0.6630585317588568,-0.6527242181386989,-0.3419416187078936,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2483805181229682,1
0.8672029328499838,-1.234322957273864,-1.0794572016850958,-1.0572950302584874,0.1643025606591619,1.794563864048924,-0.7235699301761651,-0.6966634563390405,-0.6665987314195115,-1.5300460349317528,-0.6164516900089603,-0.6765611325364066,-0.6692194306393336,-0.6562410281238233,-0.6724972686395966,-0.6630585317588568,-0.6032053978052873,-0.2484199379657328,-0.1917131186518805,-0.296801274077391,-0.3080625617347319,-0.121114115187792,-0.1337390954781282,0
-0.9054982522888292,0.8101607396241002,-1.0794572016850958,0.858557283570615,-1.2460198484323588,0.0148605228986051,0.1117361038133278,0.138864795446808,0.1887460907612133,0.2349165154567035,0.2531373775731533,-0.2084933435772267,-0.1807869646835327,-0.1613041103260445,-0.162111919376296,-0.1851992660740211,-0.1777196777549936,-0.0400640178616677,-0.0399802106879859,0.0278484548864517,-0.1165638121836239,-0.1832293678206491,-0.2090041707964776,0
